ID,Gender,Car_Owner,Prop_Owner,Children,Income,Income_Type,Education,Marital_Status,Housing_Type,Age_In_Years,Employed_In_Years,Family_Size,label
5125771,0,0,1,0,112500.0,3,4,1,1,64.0,1.0,2,0
5021879,1,1,0,2,112500.0,3,4,1,1,36.0,1.0,4,0
5137247,0,0,0,0,90000.0,3,4,1,1,48.0,9.0,2,0
5096336,0,1,0,0,153000.0,1,4,4,1,65.0,-0.0,1,0
5061762,0,1,0,1,135000.0,3,1,1,4,31.0,2.0,3,0
5069117,0,0,1,0,180000.0,1,4,3,1,56.0,-0.0,1,0
5009579,0,0,0,0,112500.0,1,4,1,1,58.0,-0.0,2,0
5048319,0,0,0,0,90000.0,3,1,2,1,60.0,4.0,1,0
5023389,1,1,1,2,157500.0,0,1,1,1,37.0,6.0,4,0
5143457,1,1,1,0,247500.0,2,4,0,1,33.0,5.0,2,0
5089225,1,0,0,0,112500.0,1,4,1,1,63.0,-0.0,2,0
5069257,0,1,1,1,67500.0,3,4,1,1,35.0,3.0,3,0
5022730,1,1,0,3,360000.0,0,4,1,1,42.0,5.0,5,0
5149413,0,0,1,2,315000.0,0,1,1,1,30.0,0.0,4,0
5062745,0,0,1,0,157500.0,3,4,1,1,41.0,3.0,2,0
5105565,1,0,1,0,135000.0,1,4,0,1,63.0,-0.0,2,0
5114544,0,0,1,0,166500.0,3,2,1,1,30.0,11.0,2,0
5078841,1,0,1,0,225000.0,3,4,1,1,56.0,9.0,2,0
5117392,0,0,0,0,135000.0,0,2,3,1,48.0,1.0,1,0
5022189,0,0,0,1,135000.0,0,4,2,1,42.0,22.0,2,0
5105422,0,0,1,0,193500.0,3,4,3,1,51.0,27.0,1,0
5067832,0,1,1,0,315000.0,3,1,1,1,59.0,2.0,2,0
5090995,1,1,1,0,405000.0,3,1,1,1,28.0,7.0,2,0
5089512,0,1,0,1,405000.0,3,4,1,4,38.0,5.0,3,0
5116373,0,0,0,1,90000.0,3,4,1,5,28.0,3.0,3,0
5149106,1,0,1,2,270000.0,3,4,1,1,34.0,10.0,4,0
5052620,1,1,1,1,180000.0,0,4,1,1,44.0,5.0,3,0
5087819,1,0,1,2,112500.0,3,4,1,1,43.0,4.0,4,0
5113639,0,0,0,0,135000.0,1,1,1,2,54.0,-0.0,2,0
5052811,0,0,1,0,117000.0,3,4,1,1,47.0,12.0,2,0
5095751,0,0,0,0,202500.0,3,4,1,5,35.0,1.0,2,0
5096785,0,1,1,0,270000.0,1,4,1,1,66.0,-0.0,2,0
5062286,1,0,1,0,202500.0,0,4,1,1,23.0,3.0,2,0
5090805,0,0,0,0,135000.0,3,4,3,1,46.0,18.0,1,0
5079075,0,0,1,0,216000.0,3,4,1,1,43.0,4.0,2,0
5051008,0,0,0,1,225000.0,0,4,1,1,29.0,9.0,3,0
5100106,1,1,0,0,81000.0,3,4,1,1,48.0,9.0,2,0
5094896,1,1,1,1,180000.0,3,4,0,1,39.0,11.0,3,0
5050894,1,1,0,0,292500.0,1,4,1,1,52.0,-0.0,2,0
5054414,1,0,0,0,225000.0,0,1,1,5,36.0,14.0,2,0
5025791,0,0,1,0,157500.0,3,4,1,1,51.0,10.0,2,0
5067949,0,0,1,0,157500.0,0,4,3,1,50.0,10.0,1,0
5142482,1,1,0,2,166500.0,0,1,1,1,34.0,3.0,4,0
5115957,0,1,1,0,180000.0,3,4,4,1,42.0,12.0,1,0
5010881,0,0,1,0,45000.0,1,4,1,1,57.0,-0.0,2,0
5029423,0,0,1,1,315000.0,2,4,0,1,31.0,7.0,3,0
5105159,1,0,1,2,450000.0,0,1,1,1,34.0,6.0,4,0
5029610,0,1,1,0,180000.0,0,1,3,1,42.0,20.0,1,0
5117450,0,0,0,2,90000.0,3,4,1,1,33.0,0.0,4,0
5023949,1,1,1,1,148500.0,3,4,1,1,41.0,14.0,3,0
5089737,0,1,0,0,135000.0,3,4,1,1,52.0,19.0,2,0
5143402,1,1,1,0,144000.0,0,1,1,1,53.0,6.0,2,0
5136909,1,0,0,1,360000.0,3,4,1,1,42.0,8.0,3,0
5143596,0,0,0,0,90000.0,3,4,0,1,32.0,9.0,2,0
5095939,1,0,0,0,157500.0,3,4,1,1,48.0,10.0,2,0
5113343,1,0,1,2,135000.0,3,4,1,1,31.0,13.0,4,0
5142920,0,0,0,1,292500.0,3,2,1,1,34.0,11.0,3,0
5114294,0,0,0,0,112500.0,2,4,4,1,53.0,14.0,1,0
5088055,0,0,1,0,216000.0,3,4,3,1,49.0,8.0,1,0
5142815,1,1,0,0,126000.0,0,2,1,1,28.0,8.0,2,0
5054460,1,1,0,1,135000.0,3,4,1,1,52.0,5.0,3,0
5113134,0,0,1,0,189000.0,1,2,4,1,60.0,-0.0,1,0
5069380,1,0,1,0,337500.0,3,4,3,1,46.0,3.0,1,0
5065798,0,0,1,0,44550.0,1,4,1,1,63.0,-0.0,2,0
5036396,0,1,1,0,112500.0,3,4,0,1,37.0,3.0,2,0
5148535,0,0,1,1,157500.0,3,4,1,1,29.0,5.0,3,0
5105436,1,0,1,2,112500.0,3,4,0,1,39.0,6.0,4,0
5105412,0,0,1,2,135000.0,3,4,1,1,35.0,4.0,4,0
5142584,1,1,1,0,301500.0,3,4,1,4,25.0,2.0,2,0
5054297,0,1,0,0,112500.0,3,4,1,1,39.0,20.0,2,0
5118108,1,1,0,0,90000.0,3,4,3,1,23.0,3.0,1,0
5054106,0,0,0,0,67500.0,1,4,2,1,59.0,-0.0,1,0
5010683,1,1,1,0,292500.0,3,1,1,1,28.0,6.0,2,0
5045850,0,1,1,2,315000.0,0,1,1,5,35.0,4.0,4,0
5058371,0,0,1,0,117000.0,3,4,1,1,48.0,1.0,2,0
5068147,0,0,1,0,157500.0,1,4,3,1,56.0,-0.0,1,0
5137187,0,1,0,0,67500.0,3,4,1,1,31.0,5.0,2,0
5139859,1,1,1,0,189000.0,1,4,2,1,55.0,-0.0,1,0
5095873,0,0,0,0,202500.0,3,1,0,1,42.0,14.0,2,0
5126809,1,0,1,1,157500.0,0,4,1,1,29.0,6.0,3,0
5096604,0,1,0,1,225000.0,3,1,0,1,37.0,3.0,3,0
5036765,0,0,0,1,112500.0,3,4,1,1,35.0,3.0,3,0
5091880,0,1,1,0,202500.0,0,4,1,1,51.0,19.0,2,0
5090082,1,0,0,0,180000.0,0,4,1,1,41.0,5.0,2,0
5061481,0,0,1,1,225000.0,0,1,1,1,26.0,6.0,3,0
5125235,0,0,1,2,157500.0,0,1,1,1,38.0,0.0,4,0
5089474,1,0,0,0,180000.0,3,1,1,1,39.0,9.0,2,0
5126021,0,0,0,1,112500.0,3,4,0,1,41.0,7.0,3,0
5114630,0,0,1,0,81000.0,3,4,1,1,54.0,1.0,2,0
5010225,0,1,1,1,90000.0,2,4,1,1,48.0,22.0,3,0
5118526,0,0,1,0,180000.0,0,1,1,1,61.0,1.0,2,0
5061340,0,0,1,0,94500.0,1,4,4,1,67.0,-0.0,1,0
5090186,1,1,1,0,450000.0,1,1,1,1,64.0,-0.0,2,0
5089596,1,1,0,0,315000.0,0,4,0,1,38.0,3.0,2,0
5066865,0,0,1,2,54000.0,3,4,1,1,27.0,2.0,4,0
5061832,0,0,1,0,112500.0,1,4,1,1,62.0,-0.0,2,0
5009941,0,0,1,2,157500.0,3,4,1,1,29.0,6.0,4,0
5052731,0,0,1,0,180000.0,0,4,0,1,38.0,3.0,2,0
5137175,0,0,0,0,225000.0,3,4,1,1,55.0,10.0,2,0
5045614,1,1,1,1,360000.0,3,1,1,1,43.0,4.0,3,0
5025161,1,0,0,0,360000.0,3,4,0,1,34.0,14.0,2,0
5145694,1,1,1,0,225000.0,3,1,3,5,26.0,2.0,1,0
5113455,0,0,1,1,126000.0,0,4,1,1,50.0,11.0,3,0
5150164,0,0,0,0,135000.0,1,4,4,2,65.0,-0.0,1,0
5088450,0,0,1,0,157500.0,2,4,4,1,63.0,6.0,1,0
5068631,0,1,1,0,216000.0,3,4,1,1,58.0,10.0,2,0
5021693,1,1,1,2,337500.0,3,2,1,1,34.0,5.0,4,0
5111172,1,1,1,0,225000.0,3,1,1,4,29.0,1.0,2,0
5029184,0,0,1,1,108000.0,3,4,1,1,44.0,13.0,3,0
5046379,0,0,0,0,180000.0,3,2,1,1,54.0,5.0,2,0
5118477,0,0,1,0,180000.0,3,4,1,1,48.0,2.0,2,0
5106118,0,1,1,1,135000.0,3,1,1,1,37.0,1.0,3,0
5024148,0,1,0,0,180000.0,3,1,1,5,31.0,3.0,2,0
5112966,0,0,0,0,112500.0,3,4,1,1,52.0,29.0,2,0
5067262,0,1,1,0,270000.0,3,4,1,1,55.0,5.0,2,0
5136020,1,1,0,1,351000.0,0,4,1,1,44.0,23.0,3,0
5033418,1,1,0,0,202500.0,0,4,1,1,29.0,6.0,2,0
5021737,0,0,1,0,189000.0,1,4,4,1,57.0,-0.0,1,0
5023231,1,1,1,0,270000.0,3,4,2,1,48.0,4.0,1,0
5029225,0,1,1,0,144000.0,1,4,0,1,59.0,-0.0,2,0
5028909,0,0,0,0,67500.0,3,4,1,1,27.0,5.0,2,0
5090793,0,0,1,0,247500.0,3,1,1,1,38.0,10.0,2,0
5126517,1,1,0,0,157500.0,3,1,1,1,56.0,6.0,2,0
5146114,0,0,1,0,157500.0,2,1,2,1,57.0,31.0,1,0
5146034,1,0,1,0,157500.0,3,4,3,1,47.0,11.0,1,0
5142972,1,0,0,1,180000.0,3,4,3,1,29.0,3.0,3,0
5028569,0,1,1,0,315000.0,0,4,1,1,43.0,15.0,2,0
5114032,0,0,0,0,99000.0,3,1,1,1,40.0,15.0,2,0
5085826,0,0,0,0,351000.0,0,1,1,1,59.0,3.0,2,0
5053089,0,0,0,0,175500.0,3,4,3,1,51.0,2.0,1,0
5126826,0,0,0,1,157500.0,3,4,0,5,32.0,10.0,3,0
5018505,0,0,0,0,58500.0,1,4,1,1,57.0,-0.0,2,0
5067893,1,1,1,0,292500.0,3,4,1,4,47.0,2.0,2,0
5135531,1,1,1,0,225000.0,3,4,2,1,38.0,5.0,1,0
5115671,1,1,1,1,189000.0,3,1,1,1,36.0,10.0,3,0
5136985,1,1,0,0,247500.0,3,4,3,1,34.0,9.0,1,0
5126687,0,0,1,0,90000.0,3,4,1,1,55.0,9.0,2,0
5058509,0,0,1,0,148500.0,1,4,1,1,62.0,-0.0,2,0
5045513,1,1,0,1,180000.0,3,4,1,1,32.0,12.0,3,0
5021730,0,1,1,1,180000.0,0,4,1,1,46.0,4.0,3,0
5048542,0,0,1,0,121900.5,1,4,1,1,44.0,-0.0,2,0
5096342,0,0,0,0,112500.0,3,4,1,2,32.0,3.0,2,0
5021293,0,1,1,1,180000.0,0,1,1,1,33.0,1.0,3,0
5143079,0,1,0,0,225000.0,0,4,1,1,38.0,1.0,2,0
5116478,1,1,1,2,450000.0,0,4,1,1,37.0,1.0,4,0
5062294,0,1,1,0,225000.0,3,1,1,1,49.0,7.0,2,0
5091222,0,0,1,3,135000.0,3,4,1,1,41.0,4.0,5,0
5089887,0,0,1,0,157500.0,3,1,1,1,29.0,4.0,2,0
5090790,0,1,1,0,238500.0,3,1,1,1,42.0,19.0,2,0
5146429,1,1,0,0,261000.0,0,2,0,5,24.0,2.0,2,0
5069292,0,1,1,1,180000.0,0,4,1,1,42.0,7.0,3,0
5028616,1,0,1,1,135000.0,3,1,1,1,26.0,5.0,3,0
5036319,0,0,1,0,112500.0,0,4,3,1,49.0,2.0,1,0
5116606,1,1,1,0,180000.0,3,2,1,1,47.0,13.0,2,0
5089218,0,1,0,1,171000.0,3,4,0,1,38.0,18.0,3,0
5068648,1,0,1,0,135000.0,3,4,3,5,31.0,3.0,1,0
5143560,1,0,0,2,202500.0,3,4,1,5,30.0,2.0,4,0
5029082,0,0,1,0,135000.0,1,4,4,1,60.0,-0.0,1,0
5116633,0,0,1,0,135000.0,1,1,3,1,62.0,-0.0,1,0
5104945,0,0,1,3,67500.0,0,4,1,1,46.0,1.0,5,0
5116991,1,1,1,0,135000.0,3,4,1,1,40.0,10.0,2,0
5024670,0,0,1,1,180000.0,3,1,2,1,41.0,4.0,2,0
5062095,1,1,0,0,180000.0,3,4,3,1,28.0,5.0,1,0
5079057,1,1,0,0,121500.0,3,4,1,1,41.0,19.0,2,0
5041881,1,0,0,0,112500.0,3,4,0,4,40.0,7.0,2,0
5053117,1,1,0,1,270000.0,0,4,0,1,37.0,4.0,3,0
5115921,1,1,1,0,360000.0,0,4,1,1,42.0,1.0,2,0
5150221,1,1,1,0,116100.0,3,4,1,1,28.0,7.0,2,0
5026166,1,1,1,0,225000.0,1,1,1,1,66.0,-0.0,2,0
5100171,1,1,1,0,450000.0,1,1,1,1,47.0,-0.0,2,0
5126294,1,0,0,0,225000.0,3,4,1,1,58.0,33.0,2,0
5149980,0,0,1,1,405000.0,2,1,1,1,35.0,12.0,3,0
5089580,0,1,0,0,112500.0,2,4,1,1,32.0,1.0,2,0
5041320,0,0,0,0,157500.0,3,1,3,3,52.0,9.0,1,0
5105499,0,0,1,0,202500.0,3,1,1,1,29.0,4.0,2,0
5095514,1,1,1,0,297000.0,3,4,1,1,56.0,3.0,2,0
5089275,0,1,0,0,315000.0,3,1,1,1,37.0,10.0,2,0
5069066,1,0,1,0,202500.0,3,4,3,1,27.0,8.0,1,0
5125542,1,0,0,0,180000.0,3,1,1,5,37.0,7.0,2,0
5095033,1,1,1,0,202500.0,0,1,1,1,42.0,4.0,2,0
5142163,1,0,1,1,360000.0,3,4,0,1,32.0,7.0,3,0
5029529,1,1,1,0,112500.0,1,3,1,1,60.0,-0.0,2,0
5090493,0,0,0,0,121500.0,1,4,1,1,58.0,-0.0,2,0
5105291,0,0,0,0,112500.0,3,4,4,5,28.0,2.0,1,0
5116005,1,1,1,1,900000.0,0,1,0,1,46.0,7.0,3,0
5115679,1,0,1,0,112500.0,1,4,1,1,61.0,-0.0,2,0
5061500,0,0,1,1,135000.0,3,2,1,1,44.0,26.0,3,0
5045380,1,1,1,0,261000.0,3,2,1,1,44.0,4.0,2,0
5041355,1,1,1,0,121500.0,1,1,1,1,66.0,-0.0,2,0
5113057,0,1,0,0,202500.0,0,2,2,1,39.0,4.0,1,0
5148981,0,1,1,0,94500.0,3,4,1,1,50.0,28.0,2,0
5010238,1,1,1,0,225000.0,3,4,1,1,45.0,12.0,2,0
5024604,0,0,1,0,630000.0,1,4,3,1,60.0,-0.0,1,0
5090705,0,0,0,0,202500.0,1,1,3,1,64.0,-0.0,1,0
5050724,0,1,0,0,360000.0,3,1,1,1,35.0,6.0,2,0
5142781,1,1,0,2,157500.0,3,4,2,5,38.0,4.0,3,0
5114643,0,1,0,0,247500.0,3,4,2,1,37.0,6.0,1,0
5053744,0,0,1,0,360000.0,2,1,1,1,44.0,9.0,2,0
5117698,1,1,0,0,315000.0,3,1,1,1,56.0,11.0,2,0
5118560,0,0,1,0,126000.0,3,4,3,1,46.0,8.0,1,0
5054496,0,1,1,0,225000.0,0,1,2,1,33.0,3.0,1,0
5033895,0,0,0,2,135000.0,3,4,1,5,31.0,5.0,4,0
5033659,1,0,1,0,225000.0,0,4,1,1,52.0,10.0,2,0
5062205,0,0,1,0,112500.0,0,1,1,1,48.0,3.0,2,0
5056237,0,0,1,0,40500.0,3,4,1,1,35.0,14.0,2,0
5061773,0,0,1,0,157500.0,1,4,2,1,58.0,-0.0,1,0
5135863,0,0,1,2,67500.0,3,4,1,1,33.0,2.0,4,0
5050793,0,0,0,0,315000.0,2,1,1,1,58.0,18.0,2,0
5149368,0,0,1,0,180000.0,1,4,0,1,59.0,-0.0,2,0
5091651,0,1,1,1,252000.0,0,4,2,1,29.0,2.0,2,0
5118545,0,1,0,0,270000.0,3,4,1,1,50.0,5.0,2,0
5024592,1,1,1,0,157500.0,3,4,1,5,24.0,4.0,2,0
5125804,0,0,1,0,270000.0,3,4,2,1,50.0,6.0,1,0
5024726,1,0,1,0,162000.0,1,1,1,1,64.0,-0.0,2,0
5033728,0,1,1,1,202500.0,3,4,1,1,37.0,6.0,3,0
5024033,0,0,1,2,112500.0,3,4,1,5,40.0,1.0,4,0
5113841,0,0,1,0,135000.0,0,1,1,1,25.0,3.0,2,0
5022918,0,0,1,0,225000.0,3,1,3,1,33.0,7.0,1,0
5142649,1,1,0,0,157500.0,3,4,0,1,48.0,6.0,2,0
5048276,0,1,0,1,112500.0,3,1,3,1,27.0,4.0,2,0
5022612,1,1,1,1,202500.0,3,4,1,1,28.0,2.0,3,0
5028446,0,1,1,0,162000.0,3,4,3,1,50.0,8.0,1,0
5113556,1,1,1,0,450000.0,0,4,1,1,50.0,3.0,2,0
5091894,1,0,0,0,157500.0,0,1,3,1,28.0,4.0,1,0
5025181,0,0,0,0,270000.0,0,4,3,1,63.0,7.0,1,0
5091795,0,1,0,1,90000.0,3,4,1,1,42.0,3.0,3,0
5022343,0,0,1,0,67500.0,1,4,4,1,64.0,-0.0,1,0
5065704,1,1,1,0,225000.0,1,4,3,1,48.0,-0.0,1,0
5068511,0,0,1,0,135000.0,0,4,1,1,43.0,8.0,2,0
5053941,0,0,0,0,135000.0,1,4,4,1,58.0,-0.0,1,0
5036926,0,1,1,0,157500.0,0,4,1,1,33.0,8.0,2,0
5114138,0,0,0,2,180000.0,2,4,1,3,31.0,8.0,4,0
5142595,1,1,1,0,418500.0,3,1,1,1,52.0,0.0,2,0
5068019,1,1,1,0,135000.0,3,4,1,1,42.0,9.0,2,0
5146024,0,0,1,0,360000.0,0,1,1,1,30.0,11.0,2,0
5036093,0,0,1,0,135000.0,3,4,1,1,59.0,9.0,2,0
5095020,0,0,1,0,225000.0,0,4,0,1,36.0,2.0,2,0
5105185,1,0,1,0,180000.0,3,4,1,1,44.0,2.0,2,0
5100464,1,1,1,1,315000.0,3,1,1,1,47.0,2.0,3,0
5036412,0,0,1,0,83250.0,1,4,0,1,55.0,-0.0,2,0
5116643,0,0,1,0,261000.0,3,4,1,1,55.0,7.0,2,0
5091766,1,0,1,0,247500.0,3,4,1,1,48.0,6.0,2,0
5067961,1,1,1,0,360000.0,3,1,1,1,61.0,11.0,2,0
5033814,0,0,1,0,135000.0,3,4,1,1,36.0,3.0,2,0
5113847,0,0,1,0,225000.0,3,4,4,1,54.0,7.0,1,0
5142239,0,1,1,0,270000.0,2,1,1,1,45.0,23.0,2,0
5117182,1,1,0,0,112500.0,1,4,1,1,56.0,-0.0,2,0
5126308,0,0,0,0,112500.0,3,1,3,0,35.0,1.0,1,0
5142118,1,0,0,1,225000.0,3,1,1,1,50.0,7.0,3,0
5068196,1,1,1,0,173250.0,3,4,0,1,45.0,6.0,2,0
5068692,1,0,1,0,148500.0,3,4,3,1,32.0,3.0,1,0
5085780,1,0,1,0,315000.0,0,4,0,1,49.0,11.0,2,0
5096095,0,0,0,1,135000.0,3,4,1,1,29.0,4.0,3,0
5046093,0,0,1,0,157500.0,1,4,4,1,65.0,-0.0,1,0
5142599,0,0,1,2,76500.0,2,1,1,1,40.0,6.0,4,0
5045742,1,1,0,0,225000.0,0,1,1,1,36.0,4.0,2,0
5053173,0,1,1,0,157500.0,3,4,1,1,46.0,7.0,2,0
5074735,1,1,1,2,216000.0,2,1,1,1,30.0,7.0,4,0
5036996,0,0,1,0,90000.0,1,4,2,1,58.0,-0.0,1,0
5146410,1,0,1,0,211500.0,3,4,3,1,28.0,3.0,1,0
5037254,1,0,0,0,166500.0,3,4,3,1,23.0,1.0,1,0
5091921,0,0,1,2,72000.0,3,4,1,1,42.0,15.0,4,0
5139729,0,0,1,0,135000.0,3,4,1,1,56.0,6.0,2,0
5117605,0,0,0,0,157500.0,3,1,1,1,39.0,6.0,2,0
5029152,0,0,1,1,67500.0,2,4,0,1,49.0,1.0,3,0
5066465,0,1,1,0,135000.0,3,4,2,1,44.0,4.0,1,0
5117254,0,1,1,0,207000.0,2,1,1,1,61.0,10.0,2,0
5117551,1,1,0,1,148500.0,0,4,1,1,35.0,8.0,3,0
5079181,0,0,0,0,112500.0,0,2,1,1,28.0,6.0,2,0
5028802,0,0,0,2,112500.0,3,4,1,1,43.0,3.0,4,0
5024838,0,0,1,0,202500.0,0,1,3,1,39.0,6.0,1,0
5088279,0,0,0,0,67500.0,3,4,1,1,55.0,19.0,2,0
5079141,0,0,1,2,67500.0,3,4,2,1,38.0,8.0,3,0
5112870,1,1,1,1,360000.0,3,4,1,1,58.0,8.0,3,0
5061253,0,0,1,0,112500.0,3,2,0,1,25.0,5.0,2,0
5046191,1,1,1,2,270000.0,0,1,1,1,47.0,2.0,4,0
5094884,1,0,1,0,450000.0,0,4,3,5,28.0,4.0,1,0
5146296,0,0,0,0,67500.0,3,4,1,1,49.0,11.0,2,0
5033966,0,0,1,0,180000.0,0,4,1,1,41.0,9.0,2,0
5065571,1,1,1,0,270000.0,0,4,1,1,50.0,4.0,2,0
5035866,0,0,1,0,247500.0,0,4,1,1,48.0,3.0,2,0
5028990,0,0,0,2,81000.0,3,3,3,1,42.0,6.0,3,0
5126503,0,0,0,0,171000.0,1,4,1,1,57.0,-0.0,2,0
5023209,0,0,0,1,135000.0,0,4,1,1,40.0,1.0,3,0
5142860,0,0,0,0,135000.0,3,4,1,1,39.0,5.0,2,0
5087852,0,1,0,0,202500.0,2,4,1,1,54.0,33.0,2,0
5061896,1,0,1,1,292500.0,2,1,1,1,46.0,10.0,3,0
5048610,0,0,1,0,315000.0,3,4,2,1,42.0,9.0,1,0
5113711,0,1,1,1,405000.0,2,4,1,1,46.0,1.0,3,0
5069199,0,1,1,1,225000.0,0,4,1,1,37.0,9.0,3,0
5091101,1,0,1,0,198000.0,1,1,1,1,68.0,-0.0,2,0
5033496,1,1,0,1,202500.0,0,1,1,5,27.0,1.0,3,0
5132752,1,0,1,0,90000.0,3,4,3,1,29.0,1.0,1,0
5036958,1,1,1,1,135000.0,3,4,1,1,33.0,5.0,3,0
5038619,0,0,0,0,103500.0,1,4,1,1,67.0,-0.0,2,0
5053293,0,0,1,0,76500.0,1,4,1,2,56.0,-0.0,2,0
5117022,1,1,1,2,225000.0,3,4,1,1,34.0,1.0,4,0
5137163,0,0,0,0,211500.0,3,4,1,1,47.0,5.0,2,0
5145968,0,0,1,0,112500.0,1,4,4,1,63.0,-0.0,1,0
5051187,1,1,0,0,135000.0,3,4,3,1,34.0,2.0,1,0
5067203,1,0,0,1,405000.0,3,4,1,5,35.0,4.0,3,0
5116714,0,0,0,0,135000.0,0,4,2,2,52.0,2.0,1,0
5045069,0,0,0,0,112500.0,3,4,1,1,28.0,7.0,2,0
5042130,0,0,0,0,247500.0,3,1,1,1,39.0,20.0,2,0
5062131,1,1,1,0,90000.0,1,4,1,1,61.0,-0.0,2,0
5023692,0,0,1,0,135000.0,3,4,3,1,41.0,9.0,1,0
5113861,1,0,0,0,135000.0,3,4,1,1,28.0,3.0,2,0
5009301,0,0,0,0,193500.0,3,4,3,2,44.0,5.0,1,0
5135705,0,0,0,0,135000.0,3,4,1,1,30.0,4.0,2,0
5023616,1,1,1,0,202500.0,0,4,1,1,48.0,1.0,2,0
5028468,0,1,1,2,135000.0,3,4,1,1,34.0,1.0,4,0
5051156,1,0,0,1,247500.0,3,1,3,1,38.0,5.0,2,0
5143046,1,1,0,2,360000.0,3,4,1,1,44.0,7.0,4,0
5113171,0,1,1,1,67500.0,3,4,1,1,31.0,5.0,3,0
5078805,0,0,1,0,306000.0,3,4,1,1,52.0,8.0,2,0
5088205,0,0,1,0,153000.0,1,4,2,1,60.0,-0.0,1,0
5112975,0,0,0,3,171000.0,3,4,1,1,38.0,10.0,5,0
5022789,0,0,0,0,112500.0,3,4,2,1,34.0,1.0,1,0
5028302,1,1,1,0,360000.0,0,2,1,1,54.0,1.0,2,0
5146558,1,0,1,2,157500.0,3,4,1,1,41.0,4.0,4,0
5029400,0,0,0,0,112500.0,1,4,1,1,52.0,-0.0,2,0
5022449,0,0,0,0,315000.0,3,4,2,1,48.0,5.0,1,0
5044818,0,0,1,0,135000.0,3,1,3,1,25.0,3.0,1,0
5089070,1,0,0,3,180000.0,3,4,1,1,39.0,10.0,5,0
5041367,0,0,0,0,180000.0,2,2,1,1,28.0,8.0,2,0
5050485,0,0,0,0,292500.0,0,4,0,1,51.0,29.0,2,0
5062296,0,0,1,0,135000.0,1,2,2,1,56.0,-0.0,1,0
5090039,1,0,0,1,225000.0,3,1,1,1,38.0,17.0,3,0
5069296,0,0,1,0,225000.0,1,4,1,1,58.0,-0.0,2,0
5058271,0,0,1,0,135000.0,3,4,1,1,54.0,12.0,2,0
5047929,1,1,0,0,292500.0,3,4,3,1,38.0,4.0,1,0
5054228,0,0,0,2,180000.0,3,4,1,1,32.0,0.0,4,0
5023527,0,0,1,0,274500.0,0,4,1,1,56.0,19.0,2,0
5088433,0,0,1,0,225000.0,3,4,3,1,49.0,5.0,1,0
5009567,1,1,0,0,180000.0,3,4,1,1,42.0,9.0,2,0
5148915,1,1,0,2,225000.0,0,4,1,1,40.0,11.0,4,0
5035546,0,0,1,0,126000.0,1,4,4,1,67.0,-0.0,1,0
5118472,1,0,0,0,180000.0,3,4,1,1,27.0,5.0,2,0
5111178,0,0,1,2,54000.0,3,1,1,1,31.0,12.0,4,0
5065808,0,0,0,1,76500.0,3,1,1,1,44.0,2.0,3,0
5010010,0,0,1,1,112500.0,2,2,0,1,30.0,10.0,3,0
5148573,0,0,1,0,81000.0,1,4,1,1,57.0,-0.0,2,0
5096729,1,1,0,0,135000.0,0,4,1,1,30.0,6.0,2,0
5092021,0,0,1,0,135000.0,3,4,1,1,36.0,2.0,2,0
5096085,0,0,0,0,67500.0,3,4,1,2,50.0,31.0,2,0
5142953,1,0,0,1,202500.0,3,4,2,1,23.0,2.0,2,0
5061135,0,0,1,2,58500.0,3,1,1,1,39.0,16.0,4,0
5010172,0,0,1,0,135000.0,0,4,1,1,58.0,1.0,2,0
5068523,0,0,1,0,135000.0,3,4,3,1,34.0,1.0,1,0
5087756,0,0,0,0,180000.0,3,4,1,1,42.0,7.0,2,0
5132845,0,0,1,0,112500.0,2,4,1,1,48.0,10.0,2,0
5116046,0,1,1,0,144000.0,3,4,1,1,37.0,6.0,2,0
5091983,1,0,1,0,112500.0,0,1,1,1,59.0,2.0,2,0
5062106,1,1,1,0,135000.0,0,4,1,1,52.0,10.0,2,0
5052806,0,0,1,0,81000.0,3,4,3,1,53.0,7.0,1,0
5095952,0,0,0,2,193500.0,3,1,1,5,41.0,21.0,4,0
5022458,1,1,1,1,144000.0,3,4,1,1,24.0,3.0,3,0
5149647,0,0,1,0,292500.0,1,4,3,1,62.0,-0.0,1,0
5114438,0,0,1,1,157500.0,3,4,1,1,47.0,3.0,3,0
5112737,1,1,1,0,315000.0,3,1,1,1,50.0,8.0,2,0
5024038,0,0,0,0,135000.0,3,4,1,1,42.0,2.0,2,0
5139846,1,1,1,0,202500.0,0,4,1,4,29.0,7.0,2,0
5140019,0,1,1,1,180000.0,0,4,3,1,31.0,4.0,2,0
5104868,0,0,1,0,112500.0,3,1,1,1,33.0,11.0,2,0
5062525,0,0,1,1,112500.0,3,1,1,1,37.0,6.0,3,0
5054384,1,1,0,0,292500.0,0,1,3,1,38.0,10.0,1,0
5085768,1,1,1,1,405000.0,2,1,1,1,32.0,13.0,3,0
5023706,0,0,1,0,180000.0,3,4,1,1,49.0,15.0,2,0
5046183,0,0,1,2,115200.0,0,4,1,1,41.0,2.0,4,0
5142930,0,1,0,0,56250.0,1,4,1,1,58.0,-0.0,2,0
5145920,1,1,1,1,180000.0,0,1,1,1,41.0,4.0,3,0
5069028,0,0,1,0,157500.0,0,4,1,1,45.0,4.0,2,0
5010498,1,1,1,1,202500.0,3,4,1,1,28.0,1.0,3,0
5091564,0,1,1,1,135000.0,3,4,1,1,41.0,5.0,3,0
